type_methode,age_grp,statut_mat,parite,instruction,richesse,milieu,religion,expo_media,poids,utilise
Aucune,30-34,En union,Non nullipare,Primaire,Tres pauvre,Rural,Protestante,Non exposee,1.42312,0
Aucune,20-24,En union,Non nullipare,Primaire,Pauvre,Rural,Musulmane,Non exposee,1.42312,0
Aucune,20-24,En union,Non nullipare,Primaire,Pauvre,Rural,Musulmane,Non exposee,1.42312,0
Aucune,25-29,En union,Non nullipare,Aucun,Moyen,Rural,Musulmane,Non exposee,1.42312,0
Aucune,25-29,En union,Non nullipare,Aucun,Moyen,Rural,Musulmane,Non exposee,1.42312,0
Aucune,25-29,En union,Non nullipare,Aucun,Moyen,Rural,Musulmane,Non exposee,1.42312,0
Aucune,25-29,En union,Non nullipare,Aucun,Moyen,Rural,Musulmane,Non exposee,1.42312,0
Moderne,40-44,En union,Non nullipare,Primaire,Pauvre,Rural,Musulmane,Non exposee,1.42312,1
Moderne,40-44,En union,Non nullipare,Primaire,Pauvre,Rural,Musulmane,Non exposee,1.42312,1
Moderne,40-44,En union,Non nullipare,Primaire,Pauvre,Rural,Musulmane,Non exposee,1.42312,1
Moderne,40-44,En union,Non nullipare,Primaire,Pauvre,Rural,Musulmane,Non exposee,1.42312,1
Moderne,40-44,En union,Non nullipare,Primaire,Pauvre,Rural,Musulmane,Non exposee,1.42312,1
Moderne,40-44,En union,Non nullipare,Primaire,Pauvre,Rural,Musulmane,Non exposee,1.42312,1
Moderne,40-44,En union,Non nullipare,Primaire,Pauvre,Rural,Musulmane,Non exposee,1.42312,1
Moderne,20-24,En union,Non nullipare,Primaire,Pauvre,Rural,Musulmane,Non exposee,1.42312,1
Aucune,25-29,En union,Non nullipare,Primaire,Tres pauvre,Rural,Protestante,Non exposee,1.42312,0
Aucune,25-29,En union,Non nullipare,Primaire,Tres pauvre,Rural,Protestante,Non exposee,1.42312,0
Aucune,25-29,En union,Non nullipare,Primaire,Tres pauvre,Rural,Protestante,Non exposee,1.42312,0
Aucune,25-29,En union,Non nullipare,Primaire,Tres pauvre,Rural,Protestante,Non exposee,1.42312,0
Aucune,35-39,En union,Non nullipare,Aucun,Tres pauvre,Rural,Catholique,Non exposee,1.42312,0
Aucune,35-39,En union,Non nullipare,Aucun,Tres pauvre,Rural,Catholique,Non exposee,1.42312,0
Aucune,35-39,En union,Non nullipare,Aucun,Tres pauvre,Rural,Catholique,Non exposee,1.42312,0
Aucune,35-39,En union,Non nullipare,Aucun,Tres pauvre,Rural,Catholique,Non exposee,1.42312,0
Aucune,35-39,En union,Non nullipare,Aucun,Tres pauvre,Rural,Catholique,Non exposee,1.42312,0
Aucune,35-39,En union,Non nullipare,Aucun,Tres pauvre,Rural,Catholique,Non exposee,1.42312,0
Aucune,35-39,En union,Non nullipare,Aucun,Tres pauvre,Rural,Catholique,Non exposee,1.42312,0
Aucune,35-39,En union,Non nullipare,Aucun,Tres pauvre,Rural,Catholique,Non exposee,1.42312,0
Aucune,30-34,En union,Non nullipare,Aucun,Tres pauvre,Rural,Protestante,Non exposee,1.42312,0
Aucune,30-34,En union,Non nullipare,Aucun,Tres pauvre,Rural,Protestante,Non exposee,1.42312,0
Aucune,30-34,En union,Non nullipare,Aucun,Tres pauvre,Rural,Protestante,Non exposee,1.42312,0
Aucune,30-34,En union,Non nullipare,Aucun,Tres pauvre,Rural,Protestante,Non exposee,1.42312,0
Aucune,30-34,En union,Non nullipare,Aucun,Tres pauvre,Rural,Protestante,Non exposee,1.42312,0
Aucune,30-34,En union,Non nullipare,Aucun,Tres pauvre,Rural,Protestante,Non exposee,1.42312,0
Aucune,30-34,En union,Non nullipare,Aucun,Tres pauvre,Rural,Protestante,Non exposee,1.42312,0
Aucune,20-24,Anciennement en union,Non nullipare,Primaire,Tres pauvre,Rural,Protestante,Non exposee,1.42312,0
Moderne,15-19,Jamais en union,Nullipare,Secondaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Aucune,15-19,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,0
Moderne,20-24,Anciennement en union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,20-24,Anciennement en union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,20-24,Anciennement en union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,30-34,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,30-34,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,30-34,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,30-34,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Aucune,20-24,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,0
Aucune,20-24,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,0
Moderne,35-39,Anciennement en union,Non nullipare,Secondaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,35-39,Anciennement en union,Non nullipare,Secondaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,35-39,Anciennement en union,Non nullipare,Secondaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,35-39,Anciennement en union,Non nullipare,Secondaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Aucune,25-29,En union,Non nullipare,Primaire,Pauvre,Rural,Catholique,Non exposee,0.552841,0
Aucune,25-29,En union,Non nullipare,Primaire,Pauvre,Rural,Catholique,Non exposee,0.552841,0
Aucune,25-29,En union,Non nullipare,Primaire,Pauvre,Rural,Catholique,Non exposee,0.552841,0
Aucune,25-29,En union,Non nullipare,Primaire,Pauvre,Rural,Catholique,Non exposee,0.552841,0
Traditionnelle,40-44,Anciennement en union,Non nullipare,Secondaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Traditionnelle,40-44,Anciennement en union,Non nullipare,Secondaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,45-49,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,45-49,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,45-49,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,45-49,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,45-49,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,45-49,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,45-49,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,45-49,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,45-49,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Traditionnelle,40-44,En union,Non nullipare,Primaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Traditionnelle,40-44,En union,Non nullipare,Primaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Traditionnelle,40-44,En union,Non nullipare,Primaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Traditionnelle,40-44,En union,Non nullipare,Primaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Traditionnelle,40-44,En union,Non nullipare,Primaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Traditionnelle,40-44,En union,Non nullipare,Primaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Traditionnelle,40-44,En union,Non nullipare,Primaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Traditionnelle,40-44,En union,Non nullipare,Primaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Traditionnelle,40-44,En union,Non nullipare,Primaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Aucune,20-24,Jamais en union,Non nullipare,Secondaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,0
Aucune,20-24,Jamais en union,Non nullipare,Secondaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,0
Aucune,25-29,Jamais en union,Non nullipare,Primaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,0
Traditionnelle,35-39,En union,Non nullipare,Primaire,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Traditionnelle,35-39,En union,Non nullipare,Primaire,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Traditionnelle,35-39,En union,Non nullipare,Primaire,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Traditionnelle,35-39,En union,Non nullipare,Primaire,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Traditionnelle,35-39,En union,Non nullipare,Primaire,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Aucune,25-29,En union,Non nullipare,Primaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,0
Aucune,25-29,En union,Non nullipare,Primaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,0
Aucune,25-29,En union,Non nullipare,Primaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,0
Aucune,25-29,En union,Non nullipare,Primaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,0
Moderne,40-44,En union,Non nullipare,Secondaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,40-44,En union,Non nullipare,Secondaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,40-44,En union,Non nullipare,Secondaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,40-44,En union,Non nullipare,Secondaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,40-44,En union,Non nullipare,Secondaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,40-44,En union,Non nullipare,Secondaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Aucune,20-24,En union,Non nullipare,Secondaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,0
Aucune,20-24,En union,Non nullipare,Secondaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,0
Aucune,20-24,En union,Non nullipare,Secondaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,0
Aucune,20-24,En union,Non nullipare,Secondaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,0
Moderne,25-29,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,25-29,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,25-29,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,25-29,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,25-29,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,25-29,En union,Non nullipare,Primaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,35-39,En union,Non nullipare,Primaire,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Moderne,35-39,En union,Non nullipare,Primaire,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Moderne,35-39,En union,Non nullipare,Primaire,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Moderne,35-39,En union,Non nullipare,Primaire,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Traditionnelle,35-39,Anciennement en union,Non nullipare,Aucun,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Traditionnelle,35-39,Anciennement en union,Non nullipare,Aucun,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Traditionnelle,35-39,Anciennement en union,Non nullipare,Aucun,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Traditionnelle,35-39,Anciennement en union,Non nullipare,Aucun,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Traditionnelle,35-39,Anciennement en union,Non nullipare,Aucun,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Traditionnelle,35-39,Anciennement en union,Non nullipare,Aucun,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Traditionnelle,15-19,En union,Non nullipare,Primaire,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Traditionnelle,35-39,Anciennement en union,Non nullipare,Primaire,Pauvre,Rural,Catholique,Non exposee,0.552841,1
Traditionnelle,35-39,Anciennement en union,Non nullipare,Primaire,Pauvre,Rural,Catholique,Non exposee,0.552841,1
Traditionnelle,35-39,Anciennement en union,Non nullipare,Primaire,Pauvre,Rural,Catholique,Non exposee,0.552841,1
Traditionnelle,35-39,Anciennement en union,Non nullipare,Primaire,Pauvre,Rural,Catholique,Non exposee,0.552841,1
Traditionnelle,20-24,En union,Non nullipare,Primaire,Pauvre,Rural,Catholique,Non exposee,0.552841,1
Moderne,25-29,En union,Non nullipare,Primaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Moderne,25-29,En union,Non nullipare,Primaire,Pauvre,Rural,Autres chretiens,Non exposee,0.552841,1
Aucune,15-19,En union,Non nullipare,Secondaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,0
Aucune,15-19,En union,Non nullipare,Secondaire,Tres pauvre,Rural,Autres chretiens,Non exposee,0.552841,0
Moderne,40-44,En union,Non nullipare,Secondaire,Tres pauvre,Rural,Protestante,Non exposee,0.552841,1
Moderne,40-44,En union,Non nullipare,Secondaire,Tres pauvre,Rural,Protestante,Non exposee,0.552841,1
Moderne,40-44,En union,Non nullipare,Secondaire,Tres pauvre,Rural,Protestante,Non exposee,0.552841,1
Moderne,40-44,En union,Non nullipare,Secondaire,Tres pauvre,Rural,Protestante,Non exposee,0.552841,1
Moderne,40-44,En union,Non nullipare,Secondaire,Tres pauvre,Rural,Protestante,Non exposee,0.552841,1
Moderne,40-44,En union,Non nullipare,Secondaire,Tres pauvre,Rural,Protestante,Non exposee,0.552841,1
Moderne,30-34,Jamais en union,Non nullipare,Primaire,Pauvre,Rural,Catholique,Non exposee,0.552841,1
Moderne,30-34,Jamais en union,Non nullipare,Primaire,Pauvre,Rural,Catholique,Non exposee,0.552841,1
Aucune,15-19,Jamais en union,Non nullipare,Primaire,Pauvre,Rural,Protestante,Non exposee,0.552841,0
Aucune,15-19,Jamais en union,Non nullipare,Primaire,Pauvre,Rural,Protestante,Non exposee,0.552841,0
Traditionnelle,30-34,En union,Non nullipare,Primaire,Tres pauvre,Rural,Protestante,Non exposee,0.552841,1
Traditionnelle,30-34,En union,Non nullipare,Primaire,Tres pauvre,Rural,Protestante,Non exposee,0.552841,1
Traditionnelle,30-34,En union,Non nullipare,Primaire,Tres pauvre,Rural,Protestante,Non exposee,0.552841,1
Traditionnelle,30-34,En union,Non nullipare,Primaire,Tres pauvre,Rural,Protestante,Non exposee,0.552841,1
Moderne,30-34,En union,Non nullipare,Aucun,Moyen,Rural,Catholique,Exposee,0.552841,1
Moderne,30-34,En union,Non nullipare,Aucun,Moyen,Rural,Catholique,Exposee,0.552841,1
Moderne,30-34,En union,Non nullipare,Aucun,Moyen,Rural,Catholique,Exposee,0.552841,1
Moderne,30-34,En union,Non nullipare,Aucun,Moyen,Rural,Catholique,Exposee,0.552841,1
Moderne,30-34,En union,Non nullipare,Aucun,Moyen,Rural,Catholique,Exposee,0.552841,1
Moderne,30-34,En union,Non nullipare,Aucun,Moyen,Rural,Catholique,Exposee,0.552841,1
Moderne,30-34,En union,Non nullipare,Aucun,Moyen,Rural,Catholique,Exposee,0.552841,1
Moderne,30-34,En union,Non nullipare,Primaire,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Moderne,30-34,En union,Non nullipare,Primaire,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Moderne,30-34,En union,Non nullipare,Primaire,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Moderne,30-34,En union,Non nullipare,Primaire,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Moderne,30-34,En union,Non nullipare,Primaire,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Moderne,30-34,En union,Non nullipare,Primaire,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Moderne,30-34,En union,Non nullipare,Primaire,Pauvre,Rural,Protestante,Non exposee,0.552841,1
Moderne,20-24,En union,Non nullipare,Primaire,Tres pauvre,Rural,Protestante,Non exposee,0.552841,1
Aucune,20-24,Jamais en union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Exposee,0.449229,0
Aucune,30-34,En union,Non nullipare,Secondaire,Moyen,Urbain,Autres chretiens,Exposee,0.449229,0
Aucune,30-34,En union,Non nullipare,Secondaire,Moyen,Urbain,Autres chretiens,Exposee,0.449229,0
Aucune,30-34,En union,Non nullipare,Secondaire,Moyen,Urbain,Autres chretiens,Exposee,0.449229,0
Moderne,15-19,En union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Non exposee,0.449229,1
Aucune,15-19,En union,Non nullipare,Secondaire,Moyen,Urbain,Catholique,Non exposee,0.449229,0
Aucune,45-49,Jamais en union,Non nullipare,Primaire,Pauvre,Urbain,Protestante,Non exposee,0.449229,0
Aucune,45-49,Jamais en union,Non nullipare,Primaire,Pauvre,Urbain,Protestante,Non exposee,0.449229,0
Aucune,45-49,Jamais en union,Non nullipare,Primaire,Pauvre,Urbain,Protestante,Non exposee,0.449229,0
Aucune,30-34,Jamais en union,Non nullipare,Secondaire,Pauvre,Urbain,Sans religion,Non exposee,0.449229,0
Aucune,30-34,Jamais en union,Non nullipare,Secondaire,Pauvre,Urbain,Sans religion,Non exposee,0.449229,0
Aucune,30-34,Jamais en union,Non nullipare,Secondaire,Pauvre,Urbain,Sans religion,Non exposee,0.449229,0
Aucune,20-24,Jamais en union,Non nullipare,Secondaire,Pauvre,Urbain,Protestante,Exposee,0.449229,0
Aucune,20-24,En union,Non nullipare,Secondaire,Moyen,Urbain,Catholique,Exposee,0.449229,0
Aucune,20-24,En union,Non nullipare,Secondaire,Moyen,Urbain,Catholique,Exposee,0.449229,0
Moderne,35-39,En union,Non nullipare,Primaire,Riche,Urbain,Protestante,Exposee,0.449229,1
Moderne,35-39,En union,Non nullipare,Primaire,Riche,Urbain,Protestante,Exposee,0.449229,1
Moderne,35-39,En union,Non nullipare,Primaire,Riche,Urbain,Protestante,Exposee,0.449229,1
Moderne,35-39,En union,Non nullipare,Primaire,Riche,Urbain,Protestante,Exposee,0.449229,1
Moderne,35-39,En union,Non nullipare,Primaire,Riche,Urbain,Protestante,Exposee,0.449229,1
Aucune,15-19,Jamais en union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Exposee,0.449229,0
Traditionnelle,45-49,En union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,45-49,En union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,45-49,En union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,45-49,En union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,45-49,En union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,45-49,En union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,45-49,En union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Non exposee,0.449229,1
Aucune,20-24,En union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Non exposee,0.449229,0
Traditionnelle,35-39,En union,Non nullipare,Primaire,Moyen,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,35-39,En union,Non nullipare,Primaire,Moyen,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,35-39,En union,Non nullipare,Primaire,Moyen,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,35-39,En union,Non nullipare,Primaire,Moyen,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,35-39,En union,Non nullipare,Primaire,Moyen,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,30-34,En union,Non nullipare,Primaire,Pauvre,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,30-34,En union,Non nullipare,Primaire,Pauvre,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,30-34,En union,Non nullipare,Primaire,Pauvre,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,30-34,En union,Non nullipare,Primaire,Pauvre,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,30-34,En union,Non nullipare,Primaire,Pauvre,Urbain,Protestante,Non exposee,0.449229,1
Aucune,15-19,En union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Exposee,0.449229,0
Aucune,25-29,En union,Non nullipare,Secondaire,Moyen,Urbain,Catholique,Exposee,0.449229,0
Aucune,25-29,En union,Non nullipare,Secondaire,Moyen,Urbain,Catholique,Exposee,0.449229,0
Aucune,25-29,En union,Non nullipare,Secondaire,Moyen,Urbain,Catholique,Exposee,0.449229,0
Aucune,25-29,En union,Non nullipare,Secondaire,Moyen,Urbain,Catholique,Exposee,0.449229,0
Aucune,25-29,En union,Non nullipare,Secondaire,Moyen,Urbain,Catholique,Exposee,0.449229,0
Moderne,35-39,Jamais en union,Non nullipare,Primaire,Pauvre,Urbain,Catholique,Non exposee,0.449229,1
Moderne,35-39,Jamais en union,Non nullipare,Primaire,Pauvre,Urbain,Catholique,Non exposee,0.449229,1
Moderne,35-39,Jamais en union,Non nullipare,Primaire,Pauvre,Urbain,Catholique,Non exposee,0.449229,1
Aucune,30-34,En union,Non nullipare,Primaire,Moyen,Urbain,Protestante,Exposee,0.449229,0
Aucune,30-34,En union,Non nullipare,Primaire,Moyen,Urbain,Protestante,Exposee,0.449229,0
Aucune,30-34,En union,Non nullipare,Primaire,Moyen,Urbain,Protestante,Exposee,0.449229,0
Aucune,30-34,En union,Non nullipare,Primaire,Moyen,Urbain,Protestante,Exposee,0.449229,0
Aucune,30-34,En union,Non nullipare,Primaire,Moyen,Urbain,Protestante,Exposee,0.449229,0
Moderne,40-44,Anciennement en union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Exposee,0.449229,1
Moderne,40-44,Anciennement en union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Exposee,0.449229,1
Moderne,40-44,Anciennement en union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Exposee,0.449229,1
Traditionnelle,25-29,En union,Non nullipare,Primaire,Pauvre,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,25-29,En union,Non nullipare,Primaire,Pauvre,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,25-29,En union,Non nullipare,Primaire,Pauvre,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,25-29,En union,Non nullipare,Primaire,Pauvre,Urbain,Protestante,Non exposee,0.449229,1
Aucune,35-39,En union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Exposee,0.449229,0
Aucune,35-39,En union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Exposee,0.449229,0
Aucune,35-39,En union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Exposee,0.449229,0
Aucune,35-39,En union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Exposee,0.449229,0
Traditionnelle,20-24,En union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Exposee,0.449229,1
Aucune,40-44,En union,Non nullipare,Primaire,Moyen,Urbain,Protestante,Non exposee,0.449229,0
Aucune,40-44,En union,Non nullipare,Primaire,Moyen,Urbain,Protestante,Non exposee,0.449229,0
Aucune,40-44,En union,Non nullipare,Primaire,Moyen,Urbain,Protestante,Non exposee,0.449229,0
Aucune,40-44,En union,Non nullipare,Primaire,Moyen,Urbain,Protestante,Non exposee,0.449229,0
Aucune,40-44,En union,Non nullipare,Primaire,Moyen,Urbain,Protestante,Non exposee,0.449229,0
Aucune,40-44,En union,Non nullipare,Primaire,Moyen,Urbain,Protestante,Non exposee,0.449229,0
Aucune,40-44,En union,Non nullipare,Primaire,Moyen,Urbain,Protestante,Non exposee,0.449229,0
Aucune,20-24,Jamais en union,Non nullipare,Secondaire,Moyen,Urbain,Protestante,Exposee,0.449229,0
Traditionnelle,40-44,En union,Non nullipare,Secondaire,Pauvre,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,40-44,En union,Non nullipare,Secondaire,Pauvre,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,40-44,En union,Non nullipare,Secondaire,Pauvre,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,40-44,En union,Non nullipare,Secondaire,Pauvre,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,40-44,En union,Non nullipare,Secondaire,Pauvre,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,40-44,En union,Non nullipare,Secondaire,Pauvre,Urbain,Protestante,Non exposee,0.449229,1
Traditionnelle,40-44,En union,Non nullipare,Secondaire,Pauvre,Urbain,Protestante,Non exposee,0.449229,1
Aucune,40-44,En union,Non nullipare,Primaire,Pauvre,Urbain,Catholique,Non exposee,0.449229,0
Aucune,40-44,En union,Non nullipare,Primaire,Pauvre,Urbain,Catholique,Non exposee,0.449229,0
Aucune,40-44,En union,Non nullipare,Primaire,Pauvre,Urbain,Catholique,Non exposee,0.449229,0
Moderne,40-44,En union,Non nullipare,Primaire,Moyen,Urbain,Catholique,Exposee,0.449229,1
Moderne,40-44,En union,Non nullipare,Primaire,Moyen,Urbain,Catholique,Exposee,0.449229,1
Moderne,40-44,En union,Non nullipare,Primaire,Moyen,Urbain,Catholique,Exposee,0.449229,1
Moderne,40-44,En union,Non nullipare,Primaire,Moyen,Urbain,Catholique,Exposee,0.449229,1
Aucune,35-39,En union,Non nullipare,Secondaire,Tres riche,Urbain,Protestante,Exposee,1.916739,0
Aucune,35-39,En union,Non nullipare,Secondaire,Tres riche,Urbain,Protestante,Exposee,1.916739,0
Moderne,25-29,En union,Non nullipare,Secondaire,Tres riche,Urbain,Catholique,Exposee,1.916739,1
Moderne,25-29,En union,Non nullipare,Secondaire,Tres riche,Urbain,Catholique,Exposee,1.916739,1
Moderne,25-29,En union,Non nullipare,Secondaire,Tres riche,Urbain,Catholique,Exposee,1.916739,1
Moderne,25-29,En union,Non nullipare,Secondaire,Tres riche,Urbain,Catholique,Exposee,1.916739,1
Moderne,25-29,En union,Non nullipare,Secondaire,Tres riche,Urbain,Catholique,Exposee,1.916739,1
Moderne,25-29,En union,Non nullipare,Secondaire,Tres riche,Urbain,Catholique,Exposee,1.916739,1
Moderne,25-29,En union,Non nullipare,Secondaire,Tres riche,Urbain,Catholique,Exposee,1.916739,1
Traditionnelle,45-49,En union,Non nullipare,Superieur,Tres riche,Urbain,Protestante,Non exposee,1.916739,1
Traditionnelle,45-49,En union,Non nullipare,Superieur,Tres riche,Urbain,Protestante,Non exposee,1.916739,1
Traditionnelle,45-49,En union,Non nullipare,Superieur,Tres riche,Urbain,Protestante,Non exposee,1.916739,1
Aucune,25-29,En union,Non nullipare,Secondaire,Riche,Urbain,Catholique,Exposee,1.916739,0
Aucune,25-29,En union,Non nullipare,Secondaire,Riche,Urbain,Catholique,Exposee,1.916739,0
Aucune,25-29,En union,Non nullipare,Secondaire,Riche,Urbain,Catholique,Exposee,1.916739,0
